STATION_NAME,DATE,TMAX,TMIN
WAIKIKI 717.2 HI US,20161230,80,67
WAIKIKI 717.2 HI US,20161231,73,65
SEATTLE BOEING FIELD WA US,20160101,45,23
SEATTLE BOEING FIELD WA US,20160102,44,22
SEATTLE BOEING FIELD WA US,20160103,41,27
SEATTLE BOEING FIELD WA US,20160104,40,37
SEATTLE BOEING FIELD WA US,20160105,44,38
SEATTLE BOEING FIELD WA US,20160106,51,35
SEATTLE BOEING FIELD WA US,20160107,45,31
SEATTLE BOEING FIELD WA US,20160108,48,30
SEATTLE BOEING FIELD WA US,20160109,50,29
SEATTLE BOEING FIELD WA US,20160110,52,31
SEATTLE BOEING FIELD WA US,20160111,45,37
SEATTLE BOEING FIELD WA US,20160112,49,36
SEATTLE BOEING FIELD WA US,20160113,55,41
SEATTLE BOEING FIELD WA US,20160114,49,35
SEATTLE BOEING FIELD WA US,20160115,48,30
SEATTLE BOEING FIELD WA US,20160116,54,43
SEATTLE BOEING FIELD WA US,20160117,50,42
SEATTLE BOEING FIELD WA US,20160118,54,40
SEATTLE BOEING FIELD WA US,20160119,48,40
SEATTLE BOEING FIELD WA US,20160120,52,39
SEATTLE BOEING FIELD WA US,20160121,52,45
SEATTLE BOEING FIELD WA US,20160122,57,45
SEATTLE BOEING FIELD WA US,20160123,48,44
SEATTLE BOEING FIELD WA US,20160124,51,38
SEATTLE BOEING FIELD WA US,20160125,54,35
SEATTLE BOEING FIELD WA US,20160126,56,46
SEATTLE BOEING FIELD WA US,20160127,57,48
SEATTLE BOEING FIELD WA US,20160128,56,46
SEATTLE BOEING FIELD WA US,20160129,52,44
SEATTLE BOEING FIELD WA US,20160130,48,39
SEATTLE BOEING FIELD WA US,20160131,47,36
SEATTLE BOEING FIELD WA US,20160201,46,37
SEATTLE BOEING FIELD WA US,20160202,51,35
SEATTLE BOEING FIELD WA US,20160203,49,39
SEATTLE BOEING FIELD WA US,20160204,49,45
SEATTLE BOEING FIELD WA US,20160205,53,40
SEATTLE BOEING FIELD WA US,20160206,49,35
SEATTLE BOEING FIELD WA US,20160207,51,35
SEATTLE BOEING FIELD WA US,20160208,57,37
SEATTLE BOEING FIELD WA US,20160209,62,37
SEATTLE BOEING FIELD WA US,20160210,56,43
SEATTLE BOEING FIELD WA US,20160211,55,42
SEATTLE BOEING FIELD WA US,20160212,58,48
SEATTLE BOEING FIELD WA US,20160215,55,51
SEATTLE BOEING FIELD WA US,20160216,56,50
SEATTLE BOEING FIELD WA US,20160217,57,48
SEATTLE BOEING FIELD WA US,20160218,53,45
SEATTLE BOEING FIELD WA US,20160219,51,41
SEATTLE BOEING FIELD WA US,20160220,53,37
SEATTLE BOEING FIELD WA US,20160221,51,33
SEATTLE BOEING FIELD WA US,20160222,51,38
SEATTLE BOEING FIELD WA US,20160223,60,36
SEATTLE BOEING FIELD WA US,20160224,59,47
SEATTLE BOEING FIELD WA US,20160225,61,39
SEATTLE BOEING FIELD WA US,20160226,60,42
SEATTLE BOEING FIELD WA US,20160227,57,45
SEATTLE BOEING FIELD WA US,20160228,53,43
SEATTLE BOEING FIELD WA US,20160229,54,44
SEATTLE BOEING FIELD WA US,20160301,58,44
SEATTLE BOEING FIELD WA US,20160302,55,46
SEATTLE BOEING FIELD WA US,20160303,59,46
SEATTLE BOEING FIELD WA US,20160304,57,38
SEATTLE BOEING FIELD WA US,20160305,64,49
SEATTLE BOEING FIELD WA US,20160306,60,45
SEATTLE BOEING FIELD WA US,20160307,53,40
SEATTLE BOEING FIELD WA US,20160308,54,39
SEATTLE BOEING FIELD WA US,20160309,55,43
SEATTLE BOEING FIELD WA US,20160310,56,39
SEATTLE BOEING FIELD WA US,20160311,55,35
SEATTLE BOEING FIELD WA US,20160312,52,40
SEATTLE BOEING FIELD WA US,20160313,54,41
SEATTLE BOEING FIELD WA US,20160314,49,41
SEATTLE BOEING FIELD WA US,20160315,51,40
SEATTLE BOEING FIELD WA US,20160316,53,40
SEATTLE BOEING FIELD WA US,20160317,58,37
SEATTLE BOEING FIELD WA US,20160318,63,41
SEATTLE BOEING FIELD WA US,20160319,61,46
SEATTLE BOEING FIELD WA US,20160320,55,49
SEATTLE BOEING FIELD WA US,20160321,56,47
SEATTLE BOEING FIELD WA US,20160322,57,44
SEATTLE BOEING FIELD WA US,20160323,53,47
SEATTLE BOEING FIELD WA US,20160324,54,44
SEATTLE BOEING FIELD WA US,20160325,57,43
SEATTLE BOEING FIELD WA US,20160326,59,41
SEATTLE BOEING FIELD WA US,20160327,51,39
SEATTLE BOEING FIELD WA US,20160328,56,37
SEATTLE BOEING FIELD WA US,20160329,64,37
SEATTLE BOEING FIELD WA US,20160330,68,40
SEATTLE BOEING FIELD WA US,20160331,73,43
SEATTLE BOEING FIELD WA US,20160401,71,47
SEATTLE BOEING FIELD WA US,20160402,63,48
SEATTLE BOEING FIELD WA US,20160403,69,45
SEATTLE BOEING FIELD WA US,20160404,60,46
SEATTLE BOEING FIELD WA US,20160405,57,46
SEATTLE BOEING FIELD WA US,20160406,68,43
SEATTLE BOEING FIELD WA US,20160407,77,51
SEATTLE BOEING FIELD WA US,20160408,76,50
SEATTLE BOEING FIELD WA US,20160409,66,47
SEATTLE BOEING FIELD WA US,20160410,59,48
SEATTLE BOEING FIELD WA US,20160411,58,50
SEATTLE BOEING FIELD WA US,20160412,60,46
SEATTLE BOEING FIELD WA US,20160413,59,45
SEATTLE BOEING FIELD WA US,20160414,59,44
SEATTLE BOEING FIELD WA US,20160415,60,47
SEATTLE BOEING FIELD WA US,20160416,68,43
SEATTLE BOEING FIELD WA US,20160417,77,49
SEATTLE BOEING FIELD WA US,20160418,89,52
SEATTLE BOEING FIELD WA US,20160419,81,53
SEATTLE BOEING FIELD WA US,20160420,81,55
SEATTLE BOEING FIELD WA US,20160421,73,52
SEATTLE BOEING FIELD WA US,20160422,64,54
SEATTLE BOEING FIELD WA US,20160423,65,53
SEATTLE BOEING FIELD WA US,20160424,55,46
SEATTLE BOEING FIELD WA US,20160425,59,44
SEATTLE BOEING FIELD WA US,20160426,60,43
SEATTLE BOEING FIELD WA US,20160427,61,50
SEATTLE BOEING FIELD WA US,20160428,64,52
SEATTLE BOEING FIELD WA US,20160429,61,50
SEATTLE BOEING FIELD WA US,20160430,68,45
SEATTLE BOEING FIELD WA US,20160501,77,50
SEATTLE BOEING FIELD WA US,20160502,87,53
SEATTLE BOEING FIELD WA US,20160503,74,57
SEATTLE BOEING FIELD WA US,20160504,60,54
SEATTLE BOEING FIELD WA US,20160505,68,52
SEATTLE BOEING FIELD WA US,20160506,77,62
SEATTLE BOEING FIELD WA US,20160507,82,53
SEATTLE BOEING FIELD WA US,20160508,63,48
SEATTLE BOEING FIELD WA US,20160509,67,47
SEATTLE BOEING FIELD WA US,20160510,75,46
SEATTLE BOEING FIELD WA US,20160511,81,50
SEATTLE BOEING FIELD WA US,20160512,77,51
SEATTLE BOEING FIELD WA US,20160513,82,54
SEATTLE BOEING FIELD WA US,20160514,65,54
SEATTLE BOEING FIELD WA US,20160515,57,54
SEATTLE BOEING FIELD WA US,20160516,60,52
SEATTLE BOEING FIELD WA US,20160517,71,53
SEATTLE BOEING FIELD WA US,20160518,64,52
SEATTLE BOEING FIELD WA US,20160519,63,49
SEATTLE BOEING FIELD WA US,20160520,66,51
SEATTLE BOEING FIELD WA US,20160521,59,52
SEATTLE BOEING FIELD WA US,20160522,66,53
SEATTLE BOEING FIELD WA US,20160523,65,53
SEATTLE BOEING FIELD WA US,20160524,66,57
SEATTLE BOEING FIELD WA US,20160525,66,54
SEATTLE BOEING FIELD WA US,20160526,65,53
SEATTLE BOEING FIELD WA US,20160527,64,50
SEATTLE BOEING FIELD WA US,20160528,64,50
SEATTLE BOEING FIELD WA US,20160529,64,52
SEATTLE BOEING FIELD WA US,20160530,71,49
SEATTLE BOEING FIELD WA US,20160531,79,54
SEATTLE BOEING FIELD WA US,20160601,75,59
SEATTLE BOEING FIELD WA US,20160602,71,59
SEATTLE BOEING FIELD WA US,20160603,80,57
SEATTLE BOEING FIELD WA US,20160604,81,63
SEATTLE BOEING FIELD WA US,20160605,92,65
SEATTLE BOEING FIELD WA US,20160606,86,65
SEATTLE BOEING FIELD WA US,20160607,85,59
SEATTLE BOEING FIELD WA US,20160608,67,56
SEATTLE BOEING FIELD WA US,20160609,65,54
SEATTLE BOEING FIELD WA US,20160610,67,51
SEATTLE BOEING FIELD WA US,20160611,65,52
SEATTLE BOEING FIELD WA US,20160612,70,56
SEATTLE BOEING FIELD WA US,20160613,66,52
SEATTLE BOEING FIELD WA US,20160614,60,48
SEATTLE BOEING FIELD WA US,20160615,67,45
SEATTLE BOEING FIELD WA US,20160616,71,53
SEATTLE BOEING FIELD WA US,20160617,67,53
SEATTLE BOEING FIELD WA US,20160618,65,51
SEATTLE BOEING FIELD WA US,20160619,70,47
SEATTLE BOEING FIELD WA US,20160620,76,57
SEATTLE BOEING FIELD WA US,20160621,73,56
SEATTLE BOEING FIELD WA US,20160622,75,56
SEATTLE BOEING FIELD WA US,20160623,68,55
SEATTLE BOEING FIELD WA US,20160624,69,53
SEATTLE BOEING FIELD WA US,20160625,71,57
SEATTLE BOEING FIELD WA US,20160626,78,56
SEATTLE BOEING FIELD WA US,20160627,85,61
SEATTLE BOEING FIELD WA US,20160628,79,56
SEATTLE BOEING FIELD WA US,20160629,74,57
SEATTLE BOEING FIELD WA US,20160630,73,57
SEATTLE BOEING FIELD WA US,20160701,76,57
SEATTLE BOEING FIELD WA US,20160702,76,58
SEATTLE BOEING FIELD WA US,20160703,71,58
SEATTLE BOEING FIELD WA US,20160704,68,58
SEATTLE BOEING FIELD WA US,20160705,69,57
SEATTLE BOEING FIELD WA US,20160706,76,58
SEATTLE BOEING FIELD WA US,20160707,68,60
SEATTLE BOEING FIELD WA US,20160708,74,59
SEATTLE BOEING FIELD WA US,20160709,71,58
SEATTLE BOEING FIELD WA US,20160710,74,59
SEATTLE BOEING FIELD WA US,20160711,74,58
SEATTLE BOEING FIELD WA US,20160712,77,60
SEATTLE BOEING FIELD WA US,20160713,75,58
SEATTLE BOEING FIELD WA US,20160714,77,58
SEATTLE BOEING FIELD WA US,20160715,76,57
SEATTLE BOEING FIELD WA US,20160716,72,59
SEATTLE BOEING FIELD WA US,20160717,80,60
SEATTLE BOEING FIELD WA US,20160718,73,62
SEATTLE BOEING FIELD WA US,20160719,78,61
SEATTLE BOEING FIELD WA US,20160720,82,62
SEATTLE BOEING FIELD WA US,20160721,81,61
SEATTLE BOEING FIELD WA US,20160722,71,61
SEATTLE BOEING FIELD WA US,20160723,75,59
SEATTLE BOEING FIELD WA US,20160724,80,58
SEATTLE BOEING FIELD WA US,20160725,85,60
SEATTLE BOEING FIELD WA US,20160726,79,60
SEATTLE BOEING FIELD WA US,20160727,83,59
SEATTLE BOEING FIELD WA US,20160728,85,62
SEATTLE BOEING FIELD WA US,20160729,88,64
SEATTLE BOEING FIELD WA US,20160730,76,58
SEATTLE BOEING FIELD WA US,20160731,73,57
SEATTLE BOEING FIELD WA US,20160801,77,54
SEATTLE BOEING FIELD WA US,20160802,73,58
SEATTLE BOEING FIELD WA US,20160803,75,60
SEATTLE BOEING FIELD WA US,20160804,80,58
SEATTLE BOEING FIELD WA US,20160805,79,59
SEATTLE BOEING FIELD WA US,20160806,72,55
SEATTLE BOEING FIELD WA US,20160807,72,59
SEATTLE BOEING FIELD WA US,20160808,73,58
SEATTLE BOEING FIELD WA US,20160809,72,60
SEATTLE BOEING FIELD WA US,20160810,76,60
SEATTLE BOEING FIELD WA US,20160811,80,60
SEATTLE BOEING FIELD WA US,20160812,87,62
SEATTLE BOEING FIELD WA US,20160813,90,65
SEATTLE BOEING FIELD WA US,20160814,83,60
SEATTLE BOEING FIELD WA US,20160815,84,61
SEATTLE BOEING FIELD WA US,20160816,81,58
SEATTLE BOEING FIELD WA US,20160823,79,54
SEATTLE BOEING FIELD WA US,20160828,75,59
SEATTLE BOEING FIELD WA US,20160830,70,57
SEATTLE BOEING FIELD WA US,20160903,67,55
SEATTLE BOEING FIELD WA US,20160904,68,53
SEATTLE BOEING FIELD WA US,20160905,68,55
SEATTLE BOEING FIELD WA US,20160906,68,55
SEATTLE BOEING FIELD WA US,20160907,67,57
SEATTLE BOEING FIELD WA US,20160908,72,57
SEATTLE BOEING FIELD WA US,20160909,74,49
SEATTLE BOEING FIELD WA US,20160910,77,53
SEATTLE BOEING FIELD WA US,20160911,70,57
SEATTLE BOEING FIELD WA US,20160912,74,55
SEATTLE BOEING FIELD WA US,20160913,75,52
SEATTLE BOEING FIELD WA US,20160914,79,50
SEATTLE BOEING FIELD WA US,20160915,71,53
SEATTLE BOEING FIELD WA US,20160916,75,51
SEATTLE BOEING FIELD WA US,20160917,68,58
SEATTLE BOEING FIELD WA US,20160918,69,53
SEATTLE BOEING FIELD WA US,20160919,71,54
SEATTLE BOEING FIELD WA US,20160920,67,49
SEATTLE BOEING FIELD WA US,20160921,68,51
SEATTLE BOEING FIELD WA US,20160922,67,32
SEATTLE BOEING FIELD WA US,20160923,64,53
SEATTLE BOEING FIELD WA US,20160924,67,56
SEATTLE BOEING FIELD WA US,20160925,76,59
SEATTLE BOEING FIELD WA US,20160926,77,57
SEATTLE BOEING FIELD WA US,20160927,69,57
SEATTLE BOEING FIELD WA US,20160928,68,54
SEATTLE BOEING FIELD WA US,20160929,66,50
SEATTLE BOEING FIELD WA US,20160930,67,46
SEATTLE BOEING FIELD WA US,20161001,63,50
SEATTLE BOEING FIELD WA US,20161002,65,49
SEATTLE BOEING FIELD WA US,20161003,61,51
SEATTLE BOEING FIELD WA US,20161004,63,53
SEATTLE BOEING FIELD WA US,20161005,66,52
SEATTLE BOEING FIELD WA US,20161006,63,54
SEATTLE BOEING FIELD WA US,20161007,64,55
SEATTLE BOEING FIELD WA US,20161008,68,53
SEATTLE BOEING FIELD WA US,20161009,57,50
SEATTLE BOEING FIELD WA US,20161010,60,45
SEATTLE BOEING FIELD WA US,20161011,62,44
SEATTLE BOEING FIELD WA US,20161012,66,38
SEATTLE BOEING FIELD WA US,20161013,60,52
SEATTLE BOEING FIELD WA US,20161014,60,51
SEATTLE BOEING FIELD WA US,20161015,62,50
SEATTLE BOEING FIELD WA US,20161016,60,51
SEATTLE BOEING FIELD WA US,20161017,60,51
SEATTLE BOEING FIELD WA US,20161018,61,47
SEATTLE BOEING FIELD WA US,20161019,58,43
SEATTLE BOEING FIELD WA US,20161020,62,48
SEATTLE BOEING FIELD WA US,20161021,59,48
SEATTLE BOEING FIELD WA US,20161022,62,44
SEATTLE BOEING FIELD WA US,20161023,62,49
SEATTLE BOEING FIELD WA US,20161024,61,49
SEATTLE BOEING FIELD WA US,20161025,65,47
SEATTLE BOEING FIELD WA US,20161026,58,52
SEATTLE BOEING FIELD WA US,20161027,60,51
SEATTLE BOEING FIELD WA US,20161028,65,50
SEATTLE BOEING FIELD WA US,20161029,117,47
SEATTLE BOEING FIELD WA US,20161031,59,49
SEATTLE BOEING FIELD WA US,20161101,57,49
SEATTLE BOEING FIELD WA US,20161102,57,50
SEATTLE BOEING FIELD WA US,20161103,65,45
SEATTLE BOEING FIELD WA US,20161104,65,42
SEATTLE BOEING FIELD WA US,20161105,58,52
SEATTLE BOEING FIELD WA US,20161106,61,49
SEATTLE BOEING FIELD WA US,20161107,63,50
SEATTLE BOEING FIELD WA US,20161108,71,48
SEATTLE BOEING FIELD WA US,20161109,65,51
SEATTLE BOEING FIELD WA US,20161110,64,47
SEATTLE BOEING FIELD WA US,20161111,63,51
SEATTLE BOEING FIELD WA US,20161112,59,48
SEATTLE BOEING FIELD WA US,20161113,55,46
SEATTLE BOEING FIELD WA US,20161114,57,50
SEATTLE BOEING FIELD WA US,20161115,55,47
SEATTLE BOEING FIELD WA US,20161116,50,44
SEATTLE BOEING FIELD WA US,20161117,52,38
SEATTLE BOEING FIELD WA US,20161118,55,35
SEATTLE BOEING FIELD WA US,20161119,57,47
SEATTLE BOEING FIELD WA US,20161120,55,46
SEATTLE BOEING FIELD WA US,20161121,54,43
SEATTLE BOEING FIELD WA US,20161122,54,40
SEATTLE BOEING FIELD WA US,20161123,49,43
SEATTLE BOEING FIELD WA US,20161124,52,46
SEATTLE BOEING FIELD WA US,20161125,52,39
SEATTLE BOEING FIELD WA US,20161126,53,44
SEATTLE BOEING FIELD WA US,20161127,48,43
SEATTLE BOEING FIELD WA US,20161128,52,37
SEATTLE BOEING FIELD WA US,20161129,52,42
SEATTLE BOEING FIELD WA US,20161130,52,42
SEATTLE BOEING FIELD WA US,20161201,46,38
SEATTLE BOEING FIELD WA US,20161202,50,44
SEATTLE BOEING FIELD WA US,20161203,49,42
SEATTLE BOEING FIELD WA US,20161204,46,35
SEATTLE BOEING FIELD WA US,20161205,40,32
SEATTLE BOEING FIELD WA US,20161206,42,31
SEATTLE BOEING FIELD WA US,20161207,40,27
SEATTLE BOEING FIELD WA US,20161208,41,31
SEATTLE BOEING FIELD WA US,20161209,36,31
SEATTLE BOEING FIELD WA US,20161210,44,34
SEATTLE BOEING FIELD WA US,20161211,44,40
SEATTLE BOEING FIELD WA US,20161212,43,38
SEATTLE BOEING FIELD WA US,20161213,40,33
SEATTLE BOEING FIELD WA US,20161214,39,32
SEATTLE BOEING FIELD WA US,20161215,39,34
SEATTLE BOEING FIELD WA US,20161216,35,23
SEATTLE BOEING FIELD WA US,20161217,35,21
SEATTLE BOEING FIELD WA US,20161218,39,27
SEATTLE BOEING FIELD WA US,20161219,46,36
SEATTLE BOEING FIELD WA US,20161220,51,37
SEATTLE BOEING FIELD WA US,20161221,49,34
SEATTLE BOEING FIELD WA US,20161222,45,34
SEATTLE BOEING FIELD WA US,20161223,40,36
SEATTLE BOEING FIELD WA US,20161224,41,35
SEATTLE BOEING FIELD WA US,20161225,42,32
SEATTLE BOEING FIELD WA US,20161226,42,33
SEATTLE BOEING FIELD WA US,20161227,47,41
SEATTLE BOEING FIELD WA US,20161228,48,37
SEATTLE BOEING FIELD WA US,20161229,48,39
SEATTLE BOEING FIELD WA US,20161230,57,31
SEATTLE BOEING FIELD WA US,20161231,40,31